item,read,humqwk,study,qwk,token,model,training,ftune,implementation,logsize,gpt,nvocab,vocab,size,base
5,0,0.95,ormerod_2022,0.815,bpe,rob,fine-tune_all_parms,1,enc_ro_ber_ta_l,-0.4497716469449059,0,50000,0.5,355000000,robL
5,0,0.95,ormerod_2022,0.845,wp,bert,fine-tune_all_parms,1,enc_bert_base,-0.958607314841775,0,31000,0.31,110000000,bert
5,0,0.95,ormerod_2022,0.766,uni,deb,fine-tune_all_parms,1,enc_de_ber_ta_v3_base_1,-0.7351821769904635,0,128000,1.28,184000000,deb
5,0,0.95,ormerod_2022,0.819,wp,elec,fine-tune_all_parms,1,enc_electra_base,-0.958607314841775,0,31000,0.31,110000000,elec
5,0,0.95,ormerod_2022,0.809,bpe,rob,fine-tune_all_parms,1,enc_ro_ber_ta_base,-0.906578314837765,0,50000,0.5,124000000,rob
5,0,0.95,ormerod_2022,0.814,uni,xln,fine-tune_all_parms,1,enc_x_net_base,-0.9318141382538384,0,32000,0.32,117000000,xln
5,0,0.95,ormerod_2022,0.835,wp,cbert,fine-tune_all_parms,1,enc_conv_bert,-1.744727494896694,0,31000,0.31,18000000,cbert
5,0,0.95,ormerod_2022,0.813,wp,dbert,fine-tune_all_parms,1,enc_distilled_bert,-1.1739251972991736,0,31000,0.31,67000000,dbert
5,0,0.95,ormerod_2022,0.805,wp,elec,fine-tune_all_parms,1,enc_electra_small,-1.8860566476931633,0,31000,0.31,13000000,elecsm
5,0,0.95,ormerod_2022,0.829,wp,mbert,fine-tune_all_parms,1,enc_mobile_bert,-1.6020599913279625,0,31000,0.31,25000000,mbert
5,0,0.95,zeng_2023,0.657,wp,bert,fine-tune_all_parms,1,enc_ber_tno_cl,-0.958607314841775,0,31000,0.31,110000000,bert
5,0,0.95,zeng_2023,0.689,wp,bert,fine-tune_all_parms,1,enc_ber_trand_cl,-0.958607314841775,0,31000,0.31,110000000,bert
5,0,0.95,zeng_2023,0.641,wp,bert,fine-tune_all_parms,1,enc_ber_tread_cl,-0.958607314841775,0,31000,0.31,110000000,bert
5,0,0.95,zeng_2023,0.62,wp,bert,fine-tune_all_parms,1,enc_ber_tlen_cl,-0.958607314841775,0,31000,0.31,110000000,bert
5,0,0.95,zeng_2023,0.732,wp,bert,fine-tune_all_parms,1,enc_ber_terr_cl,-0.958607314841775,0,31000,0.31,110000000,bert
5,0,0.95,zeng_2023,0.666,wp,bert,fine-tune_all_parms,1,enc_ber_tdist_cl,-0.958607314841775,0,31000,0.31,110000000,bert
5,0,0.95,zeng_2023,0.741,wp,bert,fine-tune_all_parms,1,enc_ber_tread_acl,-0.958607314841775,0,31000,0.31,110000000,bert
5,0,0.95,zeng_2023,0.723,wp,bert,fine-tune_all_parms,1,enc_ber_tlen_acl,-0.958607314841775,0,31000,0.31,110000000,bert
5,0,0.95,zeng_2023,0.68,wp,bert,fine-tune_all_parms,1,enc_ber_terr_acl,-0.958607314841775,0,31000,0.31,110000000,bert
5,0,0.95,zeng_2023,0.628,wp,bert,fine-tune_all_parms,1,enc_ber_tdist_acl,-0.958607314841775,0,31000,0.31,110000000,bert
5,0,0.95,zeng_2023,0.712,wp,bert,fine-tune_all_parms,1,enc_ber_tstat_cl,-0.958607314841775,0,31000,0.31,110000000,bert
5,0,0.95,zeng_2023,0.733,wp,bert,fine-tune_all_parms,1,enc_ber_tadapt_cl,-0.958607314841775,0,31000,0.31,110000000,bert
5,0,0.95,surya_2019,0.75,wp,bert,fine-tune_all_parms,1,enc_bert_base_surya19,-0.958607314841775,0,31000,0.31,110000000,bert
6,0,0.93,jiang_bosch_2024,0.799,bpe,gpt4,prompt_engineer,0,gpt4_prompt_scoring_examples,3.24551266781415,1,100000,1,1760000000000,gpt4
6,0,0.93,jiang_bosch_2024,0.744,bpe,gpt4,prompt_engineer,0,gpt4_co_t,3.24551266781415,1,100000,1,1760000000000,gpt4
6,0,0.93,jiang_bosch_2024,0.741,bpe,gpt4,multiprompt,0,gpt4_multihop_co_t,3.24551266781415,1,100000,1,1760000000000,gpt4
6,0,0.93,jiang_bosch_2024,0.73,bpe,gpt4,prompt_engineer,0,gpt4_prompt_only,3.24551266781415,1,100000,1,1760000000000,gpt4
6,0,0.93,jiang_bosch_2024,0.737,bpe,gpt4,prompt_engineer,0,gpt4_score_rationale,3.24551266781415,1,100000,1,1760000000000,gpt4
6,0,0.93,jiang_bosch_2024,0.744,bpe,gpt4,prompt_engineer,0,gpt4_rationale_score,3.24551266781415,1,100000,1,1760000000000,gpt4
6,0,0.93,ormerod_kwako_2024,0.496,bpe,mist,prompt_engineer,0,mistral_7b_instruct,0.859738566197147,1,32000,0.32,7240000000,mist7
6,0,0.93,ormerod_kwako_2024,0.855,bpe,mist,LORA_fine-tune+prompt,1,mistral_7b_instruct,0.859738566197147,1,32000,0.32,7240000000,mist7
6,0,0.93,ormerod_kwako_2024,0.307,bpe,gem,prompt_engineer,0,gemma_1_1_7b_it,0.931457870689005,1,256000,2.56,8540000000,gem
6,0,0.93,ormerod_kwako_2024,0.798,bpe,gem,LORA_fine-tune+prompt,1,gemma_1_1_7b_it,0.931457870689005,1,256000,2.56,8540000000,gem
6,0,0.93,ormerod_kwako_2024,0.563,bpe,lla,prompt_engineer,0,meta_llama_3_8b_instruct,0.9047155452786808,1,128000,1.28,8030000000,lla
6,0,0.93,ormerod_kwako_2024,0.807,bpe,lla,LORA_fine-tune+prompt,1,meta_llama_3_8b_instruct,0.9047155452786808,1,128000,1.28,8030000000,lla
6,0,0.93,ormerod_kwako_2024,0.449,bpe,phi,prompt_engineer,0,phi_3_mini_4k_instruct,0.5820633629117087,1,32000,0.32,3820000000,phi
6,0,0.93,ormerod_kwako_2024,0.85,bpe,phi,LORA_fine-tune+prompt,1,phi_3_mini_4k_instruct,0.5820633629117087,1,32000,0.32,3820000000,phi
6,0,0.93,ormerod_2022,0.793,uni,alb,fine-tune_all_parms,1,enc_al_bert_xx_l,-0.6536470255493614,0,30000,0.3,222000000,alb
6,0,0.93,ormerod_2022,0.817,wp,bert,fine-tune_all_parms,1,enc_bert_l,-0.4749551929631547,0,31000,0.31,335000000,bertL
6,0,0.93,ormerod_2022,0.836,wp,elec,fine-tune_all_parms,1,enc_electra_l,-0.4749551929631547,0,31000,0.31,335000000,elecL
6,0,0.93,ormerod_2022,0.844,bpe,rob,fine-tune_all_parms,1,enc_ro_ber_ta_l,-0.4497716469449059,0,50000,0.5,355000000,robL
6,0,0.93,ormerod_2022,0.84,wp,bert,fine-tune_all_parms,1,enc_bert_base,-0.958607314841775,0,31000,0.31,110000000,bert
6,0,0.93,ormerod_2022,0.83,uni,deb,fine-tune_all_parms,1,enc_de_ber_ta_v3_base_1,-0.7351821769904635,0,128000,1.28,184000000,deb
6,0,0.93,ormerod_2022,0.811,wp,elec,fine-tune_all_parms,1,enc_electra_base,-0.958607314841775,0,31000,0.31,110000000,elec
6,0,0.93,ormerod_2022,0.834,bpe,rob,fine-tune_all_parms,1,enc_ro_ber_ta_base,-0.906578314837765,0,50000,0.5,124000000,rob
6,0,0.93,ormerod_2022,0.824,uni,xln,fine-tune_all_parms,1,enc_x_net_base,-0.9318141382538384,0,32000,0.32,117000000,xln
6,0,0.93,ormerod_2022,0.813,wp,cbert,fine-tune_all_parms,1,enc_conv_bert,-1.744727494896694,0,31000,0.31,18000000,cbert
6,0,0.93,ormerod_2022,0.787,wp,dbert,fine-tune_all_parms,1,enc_distilled_bert,-1.1739251972991736,0,31000,0.31,67000000,dbert
6,0,0.93,ormerod_2022,0.832,wp,elec,fine-tune_all_parms,1,enc_electra_small,-1.8860566476931633,0,31000,0.31,13000000,elecsm
6,0,0.93,ormerod_2022,0.824,wp,mbert,fine-tune_all_parms,1,enc_mobile_bert,-1.6020599913279625,0,31000,0.31,25000000,mbert
6,0,0.93,zeng_2023,0.777,wp,bert,fine-tune_all_parms,1,enc_ber_tno_cl,-0.958607314841775,0,31000,0.31,110000000,bert
6,0,0.93,zeng_2023,0.696,wp,bert,fine-tune_all_parms,1,enc_ber_trand_cl,-0.958607314841775,0,31000,0.31,110000000,bert
6,0,0.93,zeng_2023,0.789,wp,bert,fine-tune_all_parms,1,enc_ber_tread_cl,-0.958607314841775,0,31000,0.31,110000000,bert
6,0,0.93,zeng_2023,0.614,wp,bert,fine-tune_all_parms,1,enc_ber_tlen_cl,-0.958607314841775,0,31000,0.31,110000000,bert
6,0,0.93,zeng_2023,0.747,wp,bert,fine-tune_all_parms,1,enc_ber_terr_cl,-0.958607314841775,0,31000,0.31,110000000,bert
6,0,0.93,zeng_2023,0.782,wp,bert,fine-tune_all_parms,1,enc_ber_tdist_cl,-0.958607314841775,0,31000,0.31,110000000,bert
6,0,0.93,zeng_2023,0.685,wp,bert,fine-tune_all_parms,1,enc_ber_tread_acl,-0.958607314841775,0,31000,0.31,110000000,bert
6,0,0.93,zeng_2023,0.761,wp,bert,fine-tune_all_parms,1,enc_ber_tlen_acl,-0.958607314841775,0,31000,0.31,110000000,bert
6,0,0.93,zeng_2023,0.708,wp,bert,fine-tune_all_parms,1,enc_ber_terr_acl,-0.958607314841775,0,31000,0.31,110000000,bert
6,0,0.93,zeng_2023,0.672,wp,bert,fine-tune_all_parms,1,enc_ber_tdist_acl,-0.958607314841775,0,31000,0.31,110000000,bert
6,0,0.93,zeng_2023,0.821,wp,bert,fine-tune_all_parms,1,enc_ber_tstat_cl,-0.958607314841775,0,31000,0.31,110000000,bert
6,0,0.93,zeng_2023,0.776,wp,bert,fine-tune_all_parms,1,enc_ber_tadapt_cl,-0.958607314841775,0,31000,0.31,110000000,bert
6,0,0.93,surya_2019,0.84,wp,bert,fine-tune_all_parms,1,enc_bert_base_surya19,-0.958607314841775,0,31000,0.31,110000000,bert
7,1,0.96,jiang_bosch_2024,0.495,bpe,gpt4,prompt_engineer,0,gpt4_prompt_scoring_examples,3.24551266781415,1,100000,1,1760000000000,gpt4
7,1,0.96,jiang_bosch_2024,0.406,bpe,gpt4,prompt_engineer,0,gpt4_co_t,3.24551266781415,1,100000,1,1760000000000,gpt4
7,1,0.96,jiang_bosch_2024,0.538,bpe,gpt4,multiprompt,0,gpt4_multihop_co_t,3.24551266781415,1,100000,1,1760000000000,gpt4
7,1,0.96,jiang_bosch_2024,0.464,bpe,gpt4,prompt_engineer,0,gpt4_prompt_only,3.24551266781415,1,100000,1,1760000000000,gpt4
7,1,0.96,jiang_bosch_2024,0.43,bpe,gpt4,prompt_engineer,0,gpt4_score_rationale,3.24551266781415,1,100000,1,1760000000000,gpt4
7,1,0.96,jiang_bosch_2024,0.406,bpe,gpt4,prompt_engineer,0,gpt4_rationale_score,3.24551266781415,1,100000,1,1760000000000,gpt4
7,1,0.96,ormerod_kwako_2024,0.243,bpe,mist,prompt_engineer,0,mistral_7b_instruct,0.859738566197147,1,32000,0.32,7240000000,mist7
7,1,0.96,ormerod_kwako_2024,0.746,bpe,mist,LORA_fine-tune+prompt,1,mistral_7b_instruct,0.859738566197147,1,32000,0.32,7240000000,mist7
7,1,0.96,ormerod_kwako_2024,0.168,bpe,gem,prompt_engineer,0,gemma_1_1_7b_it,0.931457870689005,1,256000,2.56,8540000000,gem
7,1,0.96,ormerod_kwako_2024,0.757,bpe,gem,LORA_fine-tune+prompt,1,gemma_1_1_7b_it,0.931457870689005,1,256000,2.56,8540000000,gem
7,1,0.96,ormerod_kwako_2024,0.188,bpe,lla,prompt_engineer,0,meta_llama_3_8b_instruct,0.9047155452786808,1,128000,1.28,8030000000,lla
7,1,0.96,ormerod_kwako_2024,0.714,bpe,lla,LORA_fine-tune+prompt,1,meta_llama_3_8b_instruct,0.9047155452786808,1,128000,1.28,8030000000,lla
7,1,0.96,ormerod_kwako_2024,0.36,bpe,phi,prompt_engineer,0,phi_3_mini_4k_instruct,0.5820633629117087,1,32000,0.32,3820000000,phi
7,1,0.96,ormerod_kwako_2024,0.718,bpe,phi,LORA_fine-tune+prompt,1,phi_3_mini_4k_instruct,0.5820633629117087,1,32000,0.32,3820000000,phi
7,1,0.96,ormerod_2022,0.712,uni,alb,fine-tune_all_parms,1,enc_al_bert_xx_l,-0.6536470255493614,0,30000,0.3,222000000,alb
7,1,0.96,ormerod_2022,0.715,wp,bert,fine-tune_all_parms,1,enc_bert_l,-0.4749551929631547,0,31000,0.31,335000000,bertL
7,1,0.96,ormerod_2022,0.715,wp,elec,fine-tune_all_parms,1,enc_electra_l,-0.4749551929631547,0,31000,0.31,335000000,elecL
7,1,0.96,ormerod_2022,0.719,bpe,rob,fine-tune_all_parms,1,enc_ro_ber_ta_l,-0.4497716469449059,0,50000,0.5,355000000,robL
7,1,0.96,ormerod_2022,0.676,wp,bert,fine-tune_all_parms,1,enc_bert_base,-0.958607314841775,0,31000,0.31,110000000,bert
7,1,0.96,ormerod_2022,0.722,uni,deb,fine-tune_all_parms,1,enc_de_ber_ta_v3_base_1,-0.7351821769904635,0,128000,1.28,184000000,deb
7,1,0.96,ormerod_2022,0.727,wp,elec,fine-tune_all_parms,1,enc_electra_base,-0.958607314841775,0,31000,0.31,110000000,elec
7,1,0.96,ormerod_2022,0.716,bpe,rob,fine-tune_all_parms,1,enc_ro_ber_ta_base,-0.906578314837765,0,50000,0.5,124000000,rob
7,1,0.96,ormerod_2022,0.686,uni,xln,fine-tune_all_parms,1,enc_x_net_base,-0.9318141382538384,0,32000,0.32,117000000,xln
7,1,0.96,ormerod_2022,0.678,wp,cbert,fine-tune_all_parms,1,enc_conv_bert,-1.744727494896694,0,31000,0.31,18000000,cbert
7,1,0.96,ormerod_2022,0.687,wp,dbert,fine-tune_all_parms,1,enc_distilled_bert,-1.1739251972991736,0,31000,0.31,67000000,dbert
7,1,0.96,ormerod_2022,0.654,wp,elec,fine-tune_all_parms,1,enc_electra_small,-1.8860566476931633,0,31000,0.31,13000000,elecsm
7,1,0.96,ormerod_2022,0.676,wp,mbert,fine-tune_all_parms,1,enc_mobile_bert,-1.6020599913279625,0,31000,0.31,25000000,mbert
7,1,0.96,zeng_2023,0.631,wp,bert,fine-tune_all_parms,1,enc_ber_tno_cl,-0.958607314841775,0,31000,0.31,110000000,bert
7,1,0.96,zeng_2023,0.604,wp,bert,fine-tune_all_parms,1,enc_ber_trand_cl,-0.958607314841775,0,31000,0.31,110000000,bert
7,1,0.96,zeng_2023,0.648,wp,bert,fine-tune_all_parms,1,enc_ber_tread_cl,-0.958607314841775,0,31000,0.31,110000000,bert
7,1,0.96,zeng_2023,0.627,wp,bert,fine-tune_all_parms,1,enc_ber_tlen_cl,-0.958607314841775,0,31000,0.31,110000000,bert
7,1,0.96,zeng_2023,0.615,wp,bert,fine-tune_all_parms,1,enc_ber_terr_cl,-0.958607314841775,0,31000,0.31,110000000,bert
7,1,0.96,zeng_2023,0.641,wp,bert,fine-tune_all_parms,1,enc_ber_tdist_cl,-0.958607314841775,0,31000,0.31,110000000,bert
7,1,0.96,zeng_2023,0.594,wp,bert,fine-tune_all_parms,1,enc_ber_tread_acl,-0.958607314841775,0,31000,0.31,110000000,bert
7,1,0.96,zeng_2023,0.616,wp,bert,fine-tune_all_parms,1,enc_ber_tlen_acl,-0.958607314841775,0,31000,0.31,110000000,bert
7,1,0.96,zeng_2023,0.672,wp,bert,fine-tune_all_parms,1,enc_ber_terr_acl,-0.958607314841775,0,31000,0.31,110000000,bert
7,1,0.96,zeng_2023,0.649,wp,bert,fine-tune_all_parms,1,enc_ber_tdist_acl,-0.958607314841775,0,31000,0.31,110000000,bert
7,1,0.96,zeng_2023,0.633,wp,bert,fine-tune_all_parms,1,enc_ber_tstat_cl,-0.958607314841775,0,31000,0.31,110000000,bert
7,1,0.96,zeng_2023,0.597,wp,bert,fine-tune_all_parms,1,enc_ber_tadapt_cl,-0.958607314841775,0,31000,0.31,110000000,bert
7,1,0.96,surya_2019,0.66,wp,bert,fine-tune_all_parms,1,enc_bert_base_surya19,-0.958607314841775,0,31000,0.31,110000000,bert
8,1,0.86,jiang_bosch_2024,0.553,bpe,gpt4,prompt_engineer,0,gpt4_prompt_scoring_examples,3.24551266781415,1,100000,1,1760000000000,gpt4
8,1,0.86,jiang_bosch_2024,0.485,bpe,gpt4,prompt_engineer,0,gpt4_co_t,3.24551266781415,1,100000,1,1760000000000,gpt4
8,1,0.86,jiang_bosch_2024,0.508,bpe,gpt4,multiprompt,0,gpt4_multihop_co_t,3.24551266781415,1,100000,1,1760000000000,gpt4
8,1,0.86,jiang_bosch_2024,0.526,bpe,gpt4,prompt_engineer,0,gpt4_prompt_only,3.24551266781415,1,100000,1,1760000000000,gpt4
8,1,0.86,jiang_bosch_2024,0.49,bpe,gpt4,prompt_engineer,0,gpt4_score_rationale,3.24551266781415,1,100000,1,1760000000000,gpt4
8,1,0.86,jiang_bosch_2024,0.485,bpe,gpt4,prompt_engineer,0,gpt4_rationale_score,3.24551266781415,1,100000,1,1760000000000,gpt4
8,1,0.86,ormerod_kwako_2024,0.28,bpe,mist,prompt_engineer,0,mistral_7b_instruct,0.859738566197147,1,32000,0.32,7240000000,mist7
8,1,0.86,ormerod_kwako_2024,0.697,bpe,mist,LORA_fine-tune+prompt,1,mistral_7b_instruct,0.859738566197147,1,32000,0.32,7240000000,mist7
8,1,0.86,ormerod_kwako_2024,0.195,bpe,gem,prompt_engineer,0,gemma_1_1_7b_it,0.931457870689005,1,256000,2.56,8540000000,gem
8,1,0.86,ormerod_kwako_2024,0.716,bpe,gem,LORA_fine-tune+prompt,1,gemma_1_1_7b_it,0.931457870689005,1,256000,2.56,8540000000,gem
8,1,0.86,ormerod_kwako_2024,0.361,bpe,lla,prompt_engineer,0,meta_llama_3_8b_instruct,0.9047155452786808,1,128000,1.28,8030000000,lla
8,1,0.86,ormerod_kwako_2024,0.659,bpe,lla,LORA_fine-tune+prompt,1,meta_llama_3_8b_instruct,0.9047155452786808,1,128000,1.28,8030000000,lla
8,1,0.86,ormerod_kwako_2024,0.126,bpe,phi,prompt_engineer,0,phi_3_mini_4k_instruct,0.5820633629117087,1,32000,0.32,3820000000,phi
8,1,0.86,ormerod_kwako_2024,0.691,bpe,phi,LORA_fine-tune+prompt,1,phi_3_mini_4k_instruct,0.5820633629117087,1,32000,0.32,3820000000,phi
8,1,0.86,ormerod_2022,0.636,uni,alb,fine-tune_all_parms,1,enc_al_bert_xx_l,-0.6536470255493614,0,30000,0.3,222000000,alb
8,1,0.86,ormerod_2022,0.64,wp,bert,fine-tune_all_parms,1,enc_bert_l,-0.4749551929631547,0,31000,0.31,335000000,bertL
8,1,0.86,ormerod_2022,0.669,wp,elec,fine-tune_all_parms,1,enc_electra_l,-0.4749551929631547,0,31000,0.31,335000000,elecL
8,1,0.86,ormerod_2022,0.662,bpe,rob,fine-tune_all_parms,1,enc_ro_ber_ta_l,-0.4497716469449059,0,50000,0.5,355000000,robL
8,1,0.86,ormerod_2022,0.598,wp,bert,fine-tune_all_parms,1,enc_bert_base,-0.958607314841775,0,31000,0.31,110000000,bert
8,1,0.86,ormerod_2022,0.69,uni,deb,fine-tune_all_parms,1,enc_de_ber_ta_v3_base_1,-0.7351821769904635,0,128000,1.28,184000000,deb
8,1,0.86,ormerod_2022,0.683,wp,elec,fine-tune_all_parms,1,enc_electra_base,-0.958607314841775,0,31000,0.31,110000000,elec
8,1,0.86,ormerod_2022,0.616,bpe,rob,fine-tune_all_parms,1,enc_ro_ber_ta_base,-0.906578314837765,0,50000,0.5,124000000,rob
8,1,0.86,ormerod_2022,0.663,uni,xln,fine-tune_all_parms,1,enc_x_net_base,-0.9318141382538384,0,32000,0.32,117000000,xln
8,1,0.86,ormerod_2022,0.599,wp,cbert,fine-tune_all_parms,1,enc_conv_bert,-1.744727494896694,0,31000,0.31,18000000,cbert
8,1,0.86,ormerod_2022,0.61,wp,dbert,fine-tune_all_parms,1,enc_distilled_bert,-1.1739251972991736,0,31000,0.31,67000000,dbert
8,1,0.86,ormerod_2022,0.629,wp,elec,fine-tune_all_parms,1,enc_electra_small,-1.8860566476931633,0,31000,0.31,13000000,elecsm
8,1,0.86,ormerod_2022,0.611,wp,mbert,fine-tune_all_parms,1,enc_mobile_bert,-1.6020599913279625,0,31000,0.31,25000000,mbert
8,1,0.86,zeng_2023,0.612,wp,bert,fine-tune_all_parms,1,enc_ber_tno_cl,-0.958607314841775,0,31000,0.31,110000000,bert
8,1,0.86,zeng_2023,0.574,wp,bert,fine-tune_all_parms,1,enc_ber_trand_cl,-0.958607314841775,0,31000,0.31,110000000,bert
8,1,0.86,zeng_2023,0.573,wp,bert,fine-tune_all_parms,1,enc_ber_tread_cl,-0.958607314841775,0,31000,0.31,110000000,bert
8,1,0.86,zeng_2023,0.583,wp,bert,fine-tune_all_parms,1,enc_ber_tlen_cl,-0.958607314841775,0,31000,0.31,110000000,bert
8,1,0.86,zeng_2023,0.597,wp,bert,fine-tune_all_parms,1,enc_ber_terr_cl,-0.958607314841775,0,31000,0.31,110000000,bert
8,1,0.86,zeng_2023,0.577,wp,bert,fine-tune_all_parms,1,enc_ber_tdist_cl,-0.958607314841775,0,31000,0.31,110000000,bert
8,1,0.86,zeng_2023,0.585,wp,bert,fine-tune_all_parms,1,enc_ber_tread_acl,-0.958607314841775,0,31000,0.31,110000000,bert
8,1,0.86,zeng_2023,0.546,wp,bert,fine-tune_all_parms,1,enc_ber_tlen_acl,-0.958607314841775,0,31000,0.31,110000000,bert
8,1,0.86,zeng_2023,0.597,wp,bert,fine-tune_all_parms,1,enc_ber_terr_acl,-0.958607314841775,0,31000,0.31,110000000,bert
8,1,0.86,zeng_2023,0.576,wp,bert,fine-tune_all_parms,1,enc_ber_tdist_acl,-0.958607314841775,0,31000,0.31,110000000,bert
8,1,0.86,zeng_2023,0.588,wp,bert,fine-tune_all_parms,1,enc_ber_tstat_cl,-0.958607314841775,0,31000,0.31,110000000,bert
8,1,0.86,zeng_2023,0.575,wp,bert,fine-tune_all_parms,1,enc_ber_tadapt_cl,-0.958607314841775,0,31000,0.31,110000000,bert
8,1,0.86,surya_2019,0.6,wp,bert,fine-tune_all_parms,1,enc_bert_base_surya19,-0.958607314841775,0,31000,0.31,110000000,bert
9,1,0.84,jiang_bosch_2024,0.703,bpe,gpt4,prompt_engineer,0,gpt4_prompt_scoring_examples,3.24551266781415,1,100000,1,1760000000000,gpt4
9,1,0.84,jiang_bosch_2024,0.54,bpe,gpt4,prompt_engineer,0,gpt4_co_t,3.24551266781415,1,100000,1,1760000000000,gpt4
9,1,0.84,jiang_bosch_2024,0.529,bpe,gpt4,multiprompt,0,gpt4_multihop_co_t,3.24551266781415,1,100000,1,1760000000000,gpt4
9,1,0.84,jiang_bosch_2024,0.642,bpe,gpt4,prompt_engineer,0,gpt4_prompt_only,3.24551266781415,1,100000,1,1760000000000,gpt4
9,1,0.84,jiang_bosch_2024,0.666,bpe,gpt4,prompt_engineer,0,gpt4_score_rationale,3.24551266781415,1,100000,1,1760000000000,gpt4
9,1,0.84,jiang_bosch_2024,0.54,bpe,gpt4,prompt_engineer,0,gpt4_rationale_score,3.24551266781415,1,100000,1,1760000000000,gpt4
9,1,0.84,ormerod_kwako_2024,0.507,bpe,mist,prompt_engineer,0,mistral_7b_instruct,0.859738566197147,1,32000,0.32,7240000000,mist7
9,1,0.84,ormerod_kwako_2024,0.771,bpe,mist,LORA_fine-tune+prompt,1,mistral_7b_instruct,0.859738566197147,1,32000,0.32,7240000000,mist7
9,1,0.84,ormerod_kwako_2024,0.164,bpe,gem,prompt_engineer,0,gemma_1_1_7b_it,0.931457870689005,1,256000,2.56,8540000000,gem
9,1,0.84,ormerod_kwako_2024,0.751,bpe,gem,LORA_fine-tune+prompt,1,gemma_1_1_7b_it,0.931457870689005,1,256000,2.56,8540000000,gem
9,1,0.84,ormerod_kwako_2024,0.42,bpe,lla,prompt_engineer,0,meta_llama_3_8b_instruct,0.9047155452786808,1,128000,1.28,8030000000,lla
9,1,0.84,ormerod_kwako_2024,0.759,bpe,lla,LORA_fine-tune+prompt,1,meta_llama_3_8b_instruct,0.9047155452786808,1,128000,1.28,8030000000,lla
9,1,0.84,ormerod_kwako_2024,0.395,bpe,phi,prompt_engineer,0,phi_3_mini_4k_instruct,0.5820633629117087,1,32000,0.32,3820000000,phi
9,1,0.84,ormerod_kwako_2024,0.788,bpe,phi,LORA_fine-tune+prompt,1,phi_3_mini_4k_instruct,0.5820633629117087,1,32000,0.32,3820000000,phi
9,1,0.84,ormerod_2022,0.805,uni,alb,fine-tune_all_parms,1,enc_al_bert_xx_l,-0.6536470255493614,0,30000,0.3,222000000,alb
9,1,0.84,ormerod_2022,0.827,wp,bert,fine-tune_all_parms,1,enc_bert_l,-0.4749551929631547,0,31000,0.31,335000000,bertL
9,1,0.84,ormerod_2022,0.837,wp,elec,fine-tune_all_parms,1,enc_electra_l,-0.4749551929631547,0,31000,0.31,335000000,elecL
9,1,0.84,ormerod_2022,0.838,bpe,rob,fine-tune_all_parms,1,enc_ro_ber_ta_l,-0.4497716469449059,0,50000,0.5,355000000,robL
9,1,0.84,ormerod_2022,0.829,wp,bert,fine-tune_all_parms,1,enc_bert_base,-0.958607314841775,0,31000,0.31,110000000,bert
9,1,0.84,ormerod_2022,0.84,uni,deb,fine-tune_all_parms,1,enc_de_ber_ta_v3_base_1,-0.7351821769904635,0,128000,1.28,184000000,deb
9,1,0.84,ormerod_2022,0.841,wp,elec,fine-tune_all_parms,1,enc_electra_base,-0.958607314841775,0,31000,0.31,110000000,elec
9,1,0.84,ormerod_2022,0.829,bpe,rob,fine-tune_all_parms,1,enc_ro_ber_ta_base,-0.906578314837765,0,50000,0.5,124000000,rob
9,1,0.84,ormerod_2022,0.804,uni,xln,fine-tune_all_parms,1,enc_x_net_base,-0.9318141382538384,0,32000,0.32,117000000,xln
9,1,0.84,ormerod_2022,0.83,wp,cbert,fine-tune_all_parms,1,enc_conv_bert,-1.744727494896694,0,31000,0.31,18000000,cbert
9,1,0.84,ormerod_2022,0.822,wp,dbert,fine-tune_all_parms,1,enc_distilled_bert,-1.1739251972991736,0,31000,0.31,67000000,dbert
9,1,0.84,ormerod_2022,0.818,wp,elec,fine-tune_all_parms,1,enc_electra_small,-1.8860566476931633,0,31000,0.31,13000000,elecsm
9,1,0.84,ormerod_2022,0.816,wp,mbert,fine-tune_all_parms,1,enc_mobile_bert,-1.6020599913279625,0,31000,0.31,25000000,mbert
9,1,0.84,zeng_2023,0.706,wp,bert,fine-tune_all_parms,1,enc_ber_tno_cl,-0.958607314841775,0,31000,0.31,110000000,bert
9,1,0.84,zeng_2023,0.715,wp,bert,fine-tune_all_parms,1,enc_ber_trand_cl,-0.958607314841775,0,31000,0.31,110000000,bert
9,1,0.84,zeng_2023,0.72,wp,bert,fine-tune_all_parms,1,enc_ber_tread_cl,-0.958607314841775,0,31000,0.31,110000000,bert
9,1,0.84,zeng_2023,0.718,wp,bert,fine-tune_all_parms,1,enc_ber_tlen_cl,-0.958607314841775,0,31000,0.31,110000000,bert
9,1,0.84,zeng_2023,0.701,wp,bert,fine-tune_all_parms,1,enc_ber_terr_cl,-0.958607314841775,0,31000,0.31,110000000,bert
9,1,0.84,zeng_2023,0.712,wp,bert,fine-tune_all_parms,1,enc_ber_tdist_cl,-0.958607314841775,0,31000,0.31,110000000,bert
9,1,0.84,zeng_2023,0.722,wp,bert,fine-tune_all_parms,1,enc_ber_tread_acl,-0.958607314841775,0,31000,0.31,110000000,bert
9,1,0.84,zeng_2023,0.726,wp,bert,fine-tune_all_parms,1,enc_ber_tlen_acl,-0.958607314841775,0,31000,0.31,110000000,bert
9,1,0.84,zeng_2023,0.696,wp,bert,fine-tune_all_parms,1,enc_ber_terr_acl,-0.958607314841775,0,31000,0.31,110000000,bert
